"","timestamp","samples","duration","signal_freq","signal_bw","max_signal","noise","receiver","station","sig_diff","fstamp","behaviour","timediff","tag","exmp"
"2481567",2020-07-18 01:27:12,343488,0.0096,150198.67646875,9375,71.267853,-72.064667,"1","mof_rts_00013",0.269006801390788,2020-07-18 03:27:12,"time_drift",0.0524702072143555,"A",27
"2485141",2020-07-18 01:27:12,130848,0.0096,150198.645828125,3125,53.113297,-68.493034,"2","mof_rts_00013",0.23836617640336,2020-07-18 03:27:12,"time_drift",0.371459007263184,"A",27
"2481568",2020-07-18 01:27:13,346400,0.0096,150198.919632812,16249.999023,79.247673,-72.064667,"1","mof_rts_00013",0.512170863396023,2020-07-18 03:27:13,"time_drift",0.286766290664673,"A",27
"2481569",2020-07-18 01:27:13,349296,0.0096,150198.455867188,8750,72.062256,-72.064667,"1","mof_rts_00013",0.0484052393876482,2020-07-18 03:27:13,"time_drift",0.382063865661621,"A",27
"2485142",2020-07-18 01:27:14,138304,0.0096,150198.75,3125,53.923195,-68.493034,"2","mof_rts_00013",0.342538051394513,2020-07-18 03:27:14,"time_drift",0.197129249572754,"A",27
"2481570",2020-07-18 01:27:14,352208,0.0128,150198.445945312,8124.999512,71.408028,-72.064667,"1","mof_rts_00013",0.0384833634016104,2020-07-18 03:27:14,"time_drift",0.515205383300781,"A",27
"2481571",2020-07-18 01:27:15,354768,0.0096,150197.957585938,13750,78.346306,-72.064667,"1","mof_rts_00013",0.449876010592561,2020-07-18 03:27:15,"time_drift",0.0316882133483887,"A",27
"2481572",2020-07-18 01:27:15,357680,0.0096,150198.4375,3750,60.047283,-72.064667,"1","mof_rts_00013",0.0300380513945129,2020-07-18 03:27:15,"time_drift",0.132468223571777,"A",27
"2485143",2020-07-18 01:27:15,145440,0.0096,150198.616070312,3750,59.512897,-68.493034,"2","mof_rts_00013",0.208608363405801,2020-07-18 03:27:15,"time_drift",0.224702119827271,"A",27
"2481573",2020-07-18 01:27:16,360576,0.0096,150198.532601562,6250,65.086029,-72.064667,"1","mof_rts_00013",0.125139613403007,2020-07-18 03:27:16,"time_drift",0.132466316223145,"A",27
"2485144",2020-07-18 01:27:16,148336,0.0096,150198.75,3125,56.179844,-68.493034,"2","mof_rts_00013",0.342538051394513,2020-07-18 03:27:16,"time_drift",0.446734428405762,"A",27
"2481574",2020-07-18 01:27:16,363488,0.0128,150199.1235625,17500,79.291664,-72.064667,"1","mof_rts_00013",0.716100551391719,2020-07-18 03:27:16,"time_drift",0.135666847229004,"A",27
"2485145",2020-07-18 01:27:16,151248,0.0096,150198.529414062,3750,59.895287,-68.493034,"2","mof_rts_00013",0.121952113404404,2020-07-18 03:27:16,"time_drift",0.361855506896973,"A",27
"2481575",2020-07-18 01:27:17,366384,0.0096,150198.183132812,10625,76.355728,-72.064667,"1","mof_rts_00013",0.224329136603046,2020-07-18 03:27:17,"time_drift",0.135668754577637,"A",27
"2485146",2020-07-18 01:27:17,154160,0.0096,150198.645828125,4375,61.150688,-68.493034,"2","mof_rts_00013",0.23836617640336,2020-07-18 03:27:17,"time_drift",0.44353199005127,"A",27
"2481576",2020-07-18 01:27:17,369296,0.0128,150198.741875,15000,79.052803,-72.064667,"1","mof_rts_00013",0.334413051401498,2020-07-18 03:27:17,"time_drift",0.5823974609375,"A",27
"2481577",2020-07-18 01:27:18,372192,0.0096,150197.77925,10625,75.358727,-72.064667,"1","mof_rts_00013",0.628211948613171,2020-07-18 03:27:18,"time_drift",0.13567066192627,"A",27
"2485147",2020-07-18 01:27:18,159968,0.0096,150198.541664062,3750,58.272419,-68.493034,"2","mof_rts_00013",0.134202113404172,2020-07-18 03:27:18,"time_drift",0.443530082702637,"A",27
"2481578",2020-07-18 01:27:19,375104,0.0128,150198.224195312,11875,76.571953,-72.064667,"1","mof_rts_00013",0.183266636595363,2020-07-18 03:27:19,"time_drift",0.138869285583496,"A",27
"2485148",2020-07-18 01:27:19,162880,0.0096,150198.6328125,3750,56.367664,-68.493034,"2","mof_rts_00013",0.225350551394513,2020-07-18 03:27:19,"time_drift",0.443535804748535,"A",27
"2481579",2020-07-18 01:27:19,378000,0.0096,150198.208328125,11250,75.44455,-72.064667,"1","mof_rts_00013",0.19913382359664,2020-07-18 03:27:19,"time_drift",0.135664939880371,"A",27
"2485149",2020-07-18 01:27:19,165776,0.0096,150198.229164062,4375,63.586426,-68.493034,"2","mof_rts_00013",0.178297886595828,2020-07-18 03:27:19,"time_drift",0.36506175994873,"A",27
"2481580",2020-07-18 01:27:20,380912,0.0096,150198.645828125,4375,62.09837,-72.064667,"1","mof_rts_00013",0.23836617640336,2020-07-18 03:27:20,"time_drift",0.135668754577637,"A",27
"2485150",2020-07-18 01:27:20,168688,0.0096,150198.75,3125,56.507439,-68.493034,"2","mof_rts_00013",0.342538051394513,2020-07-18 03:27:20,"time_drift",0.365057945251465,"A",27
"2481581",2020-07-18 01:27:20,383808,0.0096,150198.4375,6250,64.589218,-72.064667,"1","mof_rts_00013",0.0300380513945129,2020-07-18 03:27:20,"time_drift",0.0412859916687012,"A",27
"2485151",2020-07-18 01:27:20,171600,0.0128,150198.55,5625,67.908676,-68.493034,"2","mof_rts_00013",0.142538051382871,2020-07-18 03:27:20,"time_drift",0.368258476257324,"A",27
"2481582",2020-07-18 01:27:21,386736,0.016,150198.133679688,13750,78.927391,-72.064667,"1","mof_rts_00013",0.273782260599546,2020-07-18 03:27:21,"time_drift",0.13886547088623,"A",27
"2485152",2020-07-18 01:27:21,174496,0.0096,150198.4375,5000,64.919426,-68.493034,"2","mof_rts_00013",0.0300380513945129,2020-07-18 03:27:21,"time_drift",0.44353199005127,"A",27
"2481583",2020-07-18 01:27:21,389616,0.0096,150198.511898438,11875,74.145599,-72.064667,"1","mof_rts_00013",0.104436489404179,2020-07-18 03:27:21,"time_drift",0.503923416137695,"A",27
"2481584",2020-07-18 01:27:22,392528,0.0128,150198.097820312,10625,76.061287,-72.064667,"1","mof_rts_00013",0.309641636617016,2020-07-18 03:27:22,"time_drift",0.138869285583496,"A",27
"2485153",2020-07-18 01:27:22,180304,0.0096,150198.552632812,4375,62.991375,-68.493034,"2","mof_rts_00013",0.145170863397652,2020-07-18 03:27:22,"time_drift",0.0147333145141602,"A",27
"2481585",2020-07-18 01:27:22,393280,0.0096,150198.499992188,1250,45.212151,-72.064667,"1","mof_rts_00013",0.0925302394025493,2020-07-18 03:27:22,"time_drift",0.353525161743164,"A",27
"2481586",2020-07-18 01:27:23,395424,0.0096,150198.768101562,16875,80.647316,-72.064667,"1","mof_rts_00013",0.360639613383682,2020-07-18 03:27:23,"time_drift",0.135668754577637,"A",27
"2485154",2020-07-18 01:27:23,183200,0.0096,150198.4375,5000,61.304993,-68.493034,"2","mof_rts_00013",0.0300380513945129,2020-07-18 03:27:23,"time_drift",0.371459007263184,"A",27
"2481587",2020-07-18 01:27:23,398368,0.0192,150198.586445312,23125,81.99221,-72.064667,"1","mof_rts_00013",0.178983363381121,2020-07-18 03:27:23,"time_drift",0.582405090332031,"A",27
"2481588",2020-07-18 01:27:24,401232,0.0096,150197.781679688,19375,81.051041,-72.064667,"1","mof_rts_00013",0.62578226061305,2020-07-18 03:27:24,"time_drift",0.135664939880371,"A",27
"2485155",2020-07-18 01:27:24,189008,0.0096,150198.4375,5000,63.194546,-68.493034,"2","mof_rts_00013",0.0300380513945129,2020-07-18 03:27:24,"time_drift",0.26912260055542,"A",27
"2477574",2020-07-18 01:27:24,5248,0.0096,150198.417960938,8124.999512,71.26059,-69.615395,"0","mof_rts_00013",0.0104989894025493,2020-07-18 03:27:24,"time_drift",0.102332592010498,"A",27
"2481589",2020-07-18 01:27:24,404128,0.0096,150198.358054688,15000,78.434677,-72.064667,"1","mof_rts_00013",0.0494072606088594,2020-07-18 03:27:24,"time_drift",0.135672569274902,"A",27
"2485156",2020-07-18 01:27:25,191904,0.0096,150198.66071875,3125,55.567627,-68.493034,"2","mof_rts_00013",0.253256801399402,2020-07-18 03:27:25,"time_drift",0.272321939468384,"A",27
"2477575",2020-07-18 01:27:25,8160,0.0096,150198.246523438,8750,74.098297,-69.615395,"0","mof_rts_00013",0.16093851061305,2020-07-18 03:27:25,"time_drift",0.174410581588745,"A",27
"2481590",2020-07-18 01:27:25,407040,0.0096,150197.8125,15625,79.996758,-72.064667,"1","mof_rts_00013",0.594961948605487,2020-07-18 03:27:25,"time_drift",0.132464408874512,"A",27
"2485157",2020-07-18 01:27:25,194800,0.0096,150198.541671875,5000,65.231857,-68.493034,"2","mof_rts_00013",0.134209926385665,2020-07-18 03:27:25,"time_drift",0.275524854660034,"A",27
"2477576",2020-07-18 01:27:25,11072,0.0096,150197.8125,11250,75.336311,-69.615395,"0","mof_rts_00013",0.594961948605487,2020-07-18 03:27:25,"time_drift",0.17121148109436,"A",27
"2481591",2020-07-18 01:27:26,409936,0.0096,150197.861835938,13750,79.081772,-72.064667,"1","mof_rts_00013",0.545626010600245,2020-07-18 03:27:26,"time_drift",0.132464408874512,"A",27
"2485158",2020-07-18 01:27:26,197712,0.0128,150198.499992188,5625,67.83812,-68.493034,"2","mof_rts_00013",0.0925302394025493,2020-07-18 03:27:26,"time_drift",0.275524377822876,"A",27
"2477577",2020-07-18 01:27:26,13984,0.0128,150198.4375,5625,67.730194,-69.615395,"0","mof_rts_00013",0.0300380513945129,2020-07-18 03:27:26,"time_drift",0.174408674240112,"A",27
"2481592",2020-07-18 01:27:26,412864,0.0096,150198.1505,11250,75.071716,-72.064667,"1","mof_rts_00013",0.256961948616663,2020-07-18 03:27:26,"time_drift",0.132468223571777,"A",27
"2485159",2020-07-18 01:27:26,200608,0.0096,150198.645828125,4375,62.31966,-68.493034,"2","mof_rts_00013",0.23836617640336,2020-07-18 03:27:26,"time_drift",0.275522947311401,"A",27
"2477578",2020-07-18 01:27:27,16880,0.0096,150197.892851562,8750,71.551605,-69.615395,"0","mof_rts_00013",0.514610386599088,2020-07-18 03:27:27,"time_drift",0.0991365909576416,"A",27
"2481593",2020-07-18 01:27:27,415760,0.0128,150197.887164062,21875,83.023163,-72.064667,"1","mof_rts_00013",0.520297886600019,2020-07-18 03:27:27,"time_drift",0.132468223571777,"A",27
"2485160",2020-07-18 01:27:27,203504,0.0096,150198.6328125,3750,58.361694,-68.493034,"2","mof_rts_00013",0.225350551394513,2020-07-18 03:27:27,"time_drift",0.278722286224365,"A",27
"2477579",2020-07-18 01:27:27,19792,0.0096,150198.47221875,8750,73.69487,-69.615395,"0","mof_rts_00013",0.0647568013810087,2020-07-18 03:27:27,"time_drift",0.0959372520446777,"A",27
"2481594",2020-07-18 01:27:27,418656,0.0096,150198.492648438,27500,83.896339,-72.064667,"1","mof_rts_00013",0.085186489392072,2020-07-18 03:27:27,"time_drift",0.129267692565918,"A",27
"2485161",2020-07-18 01:27:27,206400,0.0096,150198.6328125,3750,57.765285,-68.493034,"2","mof_rts_00013",0.225350551394513,2020-07-18 03:27:27,"time_drift",0.240704774856567,"A",27
"2477580",2020-07-18 01:27:28,22688,0.0096,150198.197671875,10000,75.549446,-69.615395,"0","mof_rts_00013",0.209790073597105,2020-07-18 03:27:28,"time_drift",0.0991349220275879,"A",27
